Remetente - Nome;Veículo - Placa;CTE;Data emissão Cte; Total ;Mês emissão Cte;REQ/TMC/N° Embarque;Data RQ/TMC;Data Envio do processo Faturamento;Faturas;Data INCLUSÃO Fatura Bsoft;1° Envio;Data do atesto;Envio final;OBSERVAÇÃO
BAKER HUGHES DO BRASIL LTDA;EMR3D89;21367;04/nov/24;R$ 915,40;nov/24;494764612;04/nov/24;06/nov/24;5024070;15/nov/24;06/nov/24;15/nov/24;16/nov/24;"Carga agendada #: 494764612 BRAIM 24 3750 WS CC 110141008 CONTA CONTABIL 500210 Veiculo Placa: EMR3D89 - Motorista: RIVELINO DOS SANTOS SILVA;
 EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;EMR3D89;21366;04/nov/24;R$ 911,24;nov/24;494764612;04/nov/24;06/nov/24;5024069;15/nov/24;06/nov/24;15/nov/24;16/nov/24;"Carga agendada #: 494764612 BRAIM 24 3730 CWI CC 870151700 CONTA CONTABIL 500210 Veiculo Placa: EMR3D89 - Motorista: RIVELINO DOS SANTOS SILVA;
 EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KQO5E26;21364;01/nov/24;R$ 1.272,20;nov/24;494601751;01/nov/24;05/nov/24;5024067;07/nov/24;05/nov/24;15/nov/24;16/nov/24;"Carga agendada #: 494601751 BRAIM 24 3606-3683-3574-3672-3610-2682-3571 DS CC 120158023 CONTA CONTABIL 500210 Veiculo Placa: KQO5E26 - Motorista: EDMAR RIBEIRO VIANNA FILHO;
 EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KQO5E26;21363;01/nov/24;R$ 620,22;nov/24;494601751;01/nov/24;05/nov/24;5024066;07/nov/24;05/nov/24;15/nov/24;16/nov/24;"Carga agendada #: 494601751 BRAIM 24 3656 ALS CC 140010000 CONTA CONTABIL 500210 Veiculo Placa: KQO5E26 - Motorista: EDMAR RIBEIRO VIANNA FILHO;
 EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KQO5E26;21362;01/nov/24;R$ 7.199,79;nov/24;494601751;01/nov/24;05/nov/24;5024065;07/nov/24;05/nov/24;15/nov/24;16/nov/24;"Carga agendada #: 494601751 BRAIM 24 3520-3516-3506 CWI CC 870151700 CONTA CONTABIL 500210 Veiculo Placa: KQO5E26 - Motorista: EDMAR RIBEIRO VIANNA FILHO;
 EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KQO5E26;21361;01/nov/24;R$ 1.041,19;nov/24;494601751;01/nov/24;05/nov/24;5024064;07/nov/24;05/nov/24;15/nov/24;16/nov/24;"Carga agendada #: 494601751 BRAIM 24 3495-3497 DB CC 160053200 CONTA CONTABIL 500210 Veiculo Placa: KQO5E26 - Motorista: EDMAR RIBEIRO VIANNA FILHO;
 EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KQO5E26;21359;31/out/24;R$ 865,56;out/24;494468187;31/out/24;05/nov/24;5024062;07/nov/24;05/nov/24;15/nov/24;16/nov/24;"Carga agendada #: 494468187   BRAIM 24 3671- 3616-3625    DS CC 120158023 CONTA CONTABIL 500210 Veiculo Placa: KQO5E26  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
BAKER HUGHES DO BRASIL LTDA;KQO5E26;21358;31/out/24;R$ 632,81;out/24;494468187;31/out/24;05/nov/24;5024061;07/nov/24;05/nov/24;15/nov/24;16/nov/24;"Carga agendada #: 494468187  BRAIM 24  3747  WS CC 110141008 CONTA CONTABIL 500210 Veiculo Placa: KQO5E26  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
BAKER HUGHES DO BRASIL LTDA;KQO5E26;21357;31/out/24;R$ 540,48;out/24;494468187;31/out/24;05/nov/24;5024060;07/nov/24;05/nov/24;15/nov/24;16/nov/24;"Carga agendada #: 494468187  BRAIM 24 3769   AL CC 140010000 CONTA CONTABIL 500210 Veiculo Placa: KQO5E26  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
BAKER HUGHES DO BRASIL LTDA;KQO5E26;21356;31/out/24;R$ 530,72;out/24;494468187;31/out/24;05/nov/24;5024059;07/nov/24;05/nov/24;15/nov/24;16/nov/24;"Carga agendada #: 494468187   BRAIM 24 3329- 3713   CWI  CC 870151700  CONTA CONTABIL 500210 Veiculo Placa: KQO5E26  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA;KXO7J95;21353;30/out/24;R$ 324,79;out/24;494201334;30/out/24;05/nov/24;5024056;07/nov/24;05/nov/24;15/nov/24;16/nov/24;"Carga agendada #: 494201334    BRA EX 24 1670 DS 120158023  CONTA CONTABIL 500210  FRETE RATEADO COM O CTE 21350-21351-21352-21349  Veiculo Placa: KXO7J95  -  Motorista: OSVALDO PORTO BASTOS;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA;KXO7J95;21352;30/out/24;R$ 357,67;out/24;494201334;30/out/24;05/nov/24;5024055;07/nov/24;05/nov/24;15/nov/24;16/nov/24;"Carga agendada #: 494201334    BRA EX 24 1663   WS 110141008  CONTA CONTABIL 500210    FRETE RATEADO COM O CTE 21350-21351-21349-21353 Veiculo Placa: KXO7J95  -  Motorista: OSVALDO PORTO BASTOS;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA;KXO7J95;21351;30/out/24;R$ 898,49;out/24;49416890;30/out/24;05/nov/24;5024054;07/nov/24;05/nov/24;15/nov/24;16/nov/24;"Carga agendada #: 494168906     BRA EX 24 1661   DB 160160010  CONTA CONTABIL 500210  FRETE RATEADO COM O CTE 21350-21349-21352-21353 Veiculo Placa: KXO7J95  -  Motorista: OSVALDO PORTO BASTOS;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA;KXO7J95;21350;30/out/24;R$ 789,47;out/24;494147469;30/out/24;05/nov/24;5024053;07/nov/24;05/nov/24;15/nov/24;16/nov/24;"Carga agendada #: 494147469    BRA EX 24 1690 WS 110141008 CONTA CONTABIL 500210  FRETE RATEADO COM O CTE 21349-21351-21352-21353  Veiculo Placa: KXO7J95  -  Motorista: OSVALDO PORTO BASTOS;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA;KXO7J95;21349;30/out/24;R$ 2.456,92;out/24;494147469;30/out/24;05/nov/24;5024052;07/nov/24;05/nov/24;15/nov/24;16/nov/24;"Carga agendada #: 494147469  BRA EX 24 1669-1648  DS 120158023 CONTA CONTABIL 500210   FRETE RATEADO COM O CTE 21350-21351-21352-21353 Veiculo Placa: KXO7J95  -  Motorista: OSVALDO PORTO BASTOS;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
BAKER HUGHES DO BRASIL LTDA;EMR3D89;21347;30/out/24;R$ 3.120,91;out/24;494272041;30/out/24;01/nov/24;5024049;01/nov/24;01/nov/24;15/nov/24;16/nov/24;"Carga agendada #: 494272041 BRAIM 24 3617-3614     DS CC 120158023 CONTA CONTABIL 500210  Veiculo Placa: EMR3D89  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
BAKER HUGHES DO BRASIL LTDA;EMR3D89;21346;30/out/24;R$ 900,68;out/24;494272041;30/out/24;01/nov/24;5024048;01/nov/24;01/nov/24;15/nov/24;16/nov/24;"Carga agendada #: 494272041   BRAIM 24 3594   WS CC 110141008  CONTA CONTABIL 500210 Veiculo Placa: EMR3D89  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
BAKER HUGHES DO BRASIL LTDA;EMR3D89;21345;30/out/24;R$ 1.382,69;out/24;494272041;30/out/24;01/nov/24;5024047;01/nov/24;01/nov/24;15/nov/24;16/nov/24;"Carga agendada #: 494272041  BRAIM 24 3666  ALS CC 140010000 CONTA CONTABIL 500210 Veiculo Placa: EMR3D89  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
BAKER HUGHES DO BRASIL LTDA;EMR3D89;21344;30/out/24;R$ 2.488,15;out/24;494272041;30/out/24;01/nov/24;5024046;01/nov/24;01/nov/24;15/nov/24;16/nov/24;"Carga agendada #: 494272041   BRAIM 24 3717-3509-3727-3499-3703   CWI  870151700  CONTA CONTABIL 500210 Veiculo Placa: EMR3D89  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21260;08/out/24;R$ 1.161,64;out/24;491606356;08/out/24;16/out/24;5023972;29/out/24;16/out/24;11/dez/24;12/dez/24;"Carga agendada #: 491606356     BRAIM 24 1172-3257   WS  CC 110141008  CONTA CONTABIL 500210 Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21259;08/out/24;R$ 817,26;out/24;491606356;08/out/24;16/out/24;5023971;29/out/24;16/out/24;11/dez/24;12/dez/24;"Carga agendada #: 491606356    BRA IM 24 3330  DB CC 160053200  CONTA CONTABIL 500210    Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21258;08/out/24;R$ 778,38;out/24;491606356;08/out/24;16/out/24;5023970;29/out/24;16/out/24;11/dez/24;12/dez/24;"Carga agendada #: 491606356    BRAIM 24  3534-3539 ALS CC 140010000 CONTA CONTABIL 500210 Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21257;08/out/24;R$ 725,60;out/24;491606356;08/out/24;16/out/24;5023969;29/out/24;16/out/24;11/dez/24;12/dez/24;"Carga agendada #: 491606356   BRAIM 24 3207 DS CC 120158023 CONTA CONTABIL 500210 Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA;KPG7I19;22384;30/jul/25;R$ 892,64;jul/25;523325777;30/jul/25;30/jul/25;;;31/jul/25;;;"Carga agendada #: 523325777    BRA IM 25 2412   -2644  PP  CC 175160000     CONTA CONTABIL 500210   Veiculo Placa: KPG7I19  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KQO5E26;762;24/mai/24;R$ 2.957,88;mai/24;;24/mai/24;31/mai/24;1428;07/jun/24;31/mai/24;05/jun/24;07/jun/24;
BAKER HUGHES DO BRASIL LTDA;KYN6481;745;30/abr/24;R$ 4.738,84;abr/24;;30/abr/24;07/mai/24;1445;16/jul/24;07/mai/24;16/jul/24;16/jul/24;
BAKER HUGHES DO BRASIL LTDA;KYN6481;744;30/abr/24;R$ 5.203,66;abr/24;;30/abr/24;07/mai/24;1444;16/jul/24;07/mai/24;16/jul/24;16/jul/24;
BAKER HUGHES DO BRASIL LTDA;EMR3D89;727;18/abr/24;R$ 1.631,58;abr/24;472201762;18/abr/24;01/mai/24;1404;15/mai/24;01/mai/24;15/mai/24;15/mai/24;Carga Ofertada #: 472201762
BAKER HUGHES DO BRASIL LTDA;KXO7J95;711;27/mar/24;R$ 527,52;mar/24;469827701;27/mar/24;02/abr/24;1395;03/mai/24;02/abr/24;29/abr/24;03/mai/24;Carga Ofertada #: 469827701
BAKER HUGHES DO BRASIL LTDA;KYN6481;652;31/jan/24;R$ 1.808,58;jan/24;463431490;31/jan/24;16/fev/24;1328;05/mar/24;16/fev/24;05/mar/24;05/mar/24;"Carga Ofertada #: 463431490     BRA IM 24 1051  ALS CC 140010000  CONTA CONTABIL 500210   Veiculo Placa: KOR7G99  -  Motorista: JULIANO CORREIA NETTO;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
BAKER HUGHES DO BRASIL LTDA;KYN6481;636;11/jan/24;R$ 1.449,25;jan/24;;11/jan/24;12/jan/24;1297;23/jan/24;12/jan/24;22/jan/24;23/jan/24;
BAKER HUGHES DO BRASIL LTDA;KQO5E26;552;31/jul/23;R$ 2.461,48;jul/23;443805440;31/jul/23;04/ago/23;1198;31/jul/23;04/ago/23;18/ago/23;22/ago/23;Carga Ofertada #: 443805440   ALS 140010000 CONTA CONTABIL 500210.   21 HORAS DE URBANO
BAKER HUGHES DO BRASIL LTDA;KXM4C46;551;28/jul/23;R$ 1.053,20;jul/23;443685634;28/jul/23;04/ago/23;1197;28/jul/23;04/ago/23;18/ago/23;25/ago/23;Carga Ofertada #: 443685634   DS 220160033   CONTA CONTABIL 500210.  6 HORAS DE URBANO.
BAKER HUGHES DO BRASIL LTDA;KYE1I22;306;06/set/22;R$ 525,89;set/22;409721674;09/set/22;12/set/22;306;06/set/22;06/set/22;17/out/22;21/out/22;
BAKER HUGHES DO BRASIL LTDA;KXM4C46;18736;24/jun/22;R$ 3.872,14;jun/22;402307605;24/jun/22;24/jun/22;9150;01/jul/22;01/jul/22;22/set/22;05/out/22;"Carga agendada #: 402307605   BRA IM 22 1057   DCF NITEROI CC 120157616    CONTA  CONTABIL 500210 CARREGADO 2 VOLUMES 

  Veiculo Placa: KXM4246  -  Motorista: BRUNO CONCEICAO DOS SANTOS;
SEGUROS SURA S/A - Numero da apolice:5400040812;"
